Date,Primary Type,Location Description,Arrest,District,Ward,Updated On
1/16/19 12:45,NARCOTICS,STREET,TRUE,11,24,1/23/19 11:26
1/16/19 12:56,CRIMINAL TRESPASS,SMALL RETAIL STORE,FALSE,5,34,1/23/19 11:26
1/16/19 12:57,THEFT,SMALL RETAIL STORE,FALSE,18,2,1/23/19 11:26
1/16/19 13:00,BATTERY,STREET,FALSE,5,9,1/23/19 11:26
1/16/19 13:00,NARCOTICS,SIDEWALK,TRUE,8,16,1/23/19 11:26
1/16/19 13:00,THEFT,FACTORY/MANUFACTURING BUILDING,FALSE,9,20,1/23/19 11:26
1/16/19 13:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,4,8,1/23/19 11:26
1/16/19 13:00,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,4,7,1/23/19 11:26
1/16/19 13:00,THEFT,SIDEWALK,FALSE,8,23,1/23/19 16:13
1/16/19 13:00,THEFT,STREET,FALSE,20,47,1/23/19 11:26
1/16/19 13:02,THEFT,DEPARTMENT STORE,TRUE,18,42,1/23/19 11:26
1/16/19 13:05,BATTERY,STREET,FALSE,8,17,1/23/19 11:26
1/16/19 13:06,OTHER OFFENSE,RESIDENCE,FALSE,8,18,1/23/19 11:26
1/16/19 13:06,OTHER OFFENSE,SIDEWALK,TRUE,10,22,1/23/19 11:26
1/16/19 13:09,BATTERY,SIDEWALK,TRUE,14,35,1/23/19 11:26
1/16/19 13:09,ROBBERY,BANK,TRUE,1,42,6/20/19 16:14
1/16/19 13:10,CRIMINAL DAMAGE,SMALL RETAIL STORE,FALSE,4,10,1/23/19 11:26
1/16/19 13:10,BATTERY,APARTMENT,FALSE,8,17,1/23/19 11:26
1/16/19 13:15,THEFT,RESTAURANT,FALSE,1,42,1/23/19 11:26
1/16/19 13:16,THEFT,DEPARTMENT STORE,TRUE,18,42,1/23/19 11:26
1/16/19 13:16,NARCOTICS,VEHICLE NON-COMMERCIAL,TRUE,8,23,1/23/19 11:26
1/16/19 13:17,THEFT,RESIDENCE,FALSE,24,50,1/26/19 16:02
1/16/19 13:20,ROBBERY,SIDEWALK,FALSE,8,15,1/23/19 11:26
1/16/19 13:25,BATTERY,ALLEY,FALSE,18,27,1/23/19 11:26
1/16/19 13:30,ROBBERY,RESIDENCE,FALSE,8,23,1/23/19 11:26
1/16/19 13:30,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,6,21,1/23/19 11:26
1/16/19 13:30,THEFT,RESTAURANT,FALSE,18,42,1/23/19 11:26
1/16/19 13:30,DECEPTIVE PRACTICE,STREET,FALSE,20,40,1/23/19 11:26
1/16/19 13:30,BATTERY,STREET,FALSE,5,9,1/23/19 11:26
1/16/19 13:30,NARCOTICS,RESIDENCE,TRUE,7,15,6/30/19 15:56
1/16/19 13:32,NARCOTICS,SIDEWALK,TRUE,11,28,1/23/19 11:26
1/16/19 13:40,THEFT,DRUG STORE,TRUE,25,31,1/23/19 11:26
1/16/19 13:40,OTHER OFFENSE,STREET,TRUE,5,9,1/23/19 11:26
1/16/19 13:40,BURGLARY,APARTMENT,FALSE,10,22,1/23/19 11:26
1/16/19 13:40,THEFT,SMALL RETAIL STORE,FALSE,25,26,1/23/19 11:26
1/16/19 13:40,BATTERY,APARTMENT,FALSE,7,6,1/23/19 11:26
1/16/19 13:40,OTHER OFFENSE,STREET,TRUE,5,9,2/1/19 16:12
1/16/19 13:41,NARCOTICS,RESIDENCE PORCH/HALLWAY,TRUE,1,3,1/23/19 11:26
1/16/19 13:45,BATTERY,APARTMENT,FALSE,6,21,1/23/19 11:26
1/16/19 13:50,STALKING,OTHER,FALSE,16,45,1/23/19 11:26
1/16/19 13:50,DECEPTIVE PRACTICE,RESIDENCE,FALSE,24,49,1/31/19 16:05
1/16/19 13:53,ROBBERY,SMALL RETAIL STORE,FALSE,12,27,1/23/19 11:26
1/16/19 13:55,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,9,11,1/23/19 11:26
1/16/19 13:55,ROBBERY,SIDEWALK,FALSE,9,15,1/23/19 11:26
1/16/19 13:55,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,7,6,1/23/19 11:26
1/16/19 13:58,CRIMINAL TRESPASS,RESIDENTIAL YARD (FRONT/BACK),FALSE,17,33,1/23/19 11:26
1/16/19 14:00,THEFT,OTHER COMMERCIAL TRANSPORTATION,FALSE,1,25,1/23/19 11:26
1/16/19 14:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,8,13,1/23/19 11:26
1/16/19 14:00,BURGLARY,CONSTRUCTION SITE,FALSE,12,27,2/11/19 16:02
1/16/19 14:00,ROBBERY,SIDEWALK,FALSE,9,15,1/23/19 11:26
1/16/19 14:00,THEFT,STREET,FALSE,7,16,1/23/19 11:26
1/16/19 14:00,MOTOR VEHICLE THEFT,OTHER,FALSE,5,9,1/23/19 11:26
1/16/19 14:00,DECEPTIVE PRACTICE,STREET,FALSE,18,42,1/23/19 11:26
1/16/19 14:00,DECEPTIVE PRACTICE,VEHICLE NON-COMMERCIAL,FALSE,25,31,1/23/19 11:26
1/16/19 14:00,DECEPTIVE PRACTICE,RESTAURANT,FALSE,18,42,1/23/19 11:26
1/16/19 14:00,THEFT,MEDICAL/DENTAL OFFICE,TRUE,19,46,11/29/19 15:46
1/16/19 14:00,THEFT,ALLEY,FALSE,7,15,1/25/19 16:05
1/16/19 14:00,THEFT,OTHER,FALSE,12,1,3/21/19 16:06
1/16/19 14:00,CRIMINAL TRESPASS,APARTMENT,FALSE,25,29,1/5/20 15:47
1/16/19 14:02,ASSAULT,APARTMENT,FALSE,11,28,1/28/19 16:06
1/16/19 14:03,THEFT,DEPARTMENT STORE,FALSE,1,42,1/23/19 11:26
1/16/19 14:04,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,22,19,1/23/19 11:26
1/16/19 14:13,DECEPTIVE PRACTICE,BANK,FALSE,1,4,1/23/19 11:26
1/16/19 14:15,THEFT,CTA TRAIN,FALSE,12,27,1/23/19 11:26
1/16/19 14:15,THEFT,RESIDENCE,FALSE,24,48,1/23/19 16:13
1/16/19 14:15,ASSAULT,RESIDENCE,FALSE,5,9,1/30/19 16:08
1/16/19 14:17,THEFT,RESIDENCE,FALSE,8,14,1/23/19 11:26
1/16/19 14:18,THEFT,DEPARTMENT STORE,FALSE,19,43,1/23/19 11:26
1/16/19 14:20,BATTERY,RESIDENCE PORCH/HALLWAY,TRUE,6,17,1/23/19 11:26
1/16/19 14:20,NARCOTICS,SIDEWALK,TRUE,11,28,1/23/19 11:26
1/16/19 14:20,BATTERY,APARTMENT,FALSE,2,20,1/23/19 11:26
1/16/19 14:30,OTHER OFFENSE,RESIDENCE,FALSE,5,9,1/23/19 11:26
1/16/19 14:30,THEFT,RESTAURANT,FALSE,24,50,1/23/19 11:26
1/16/19 14:30,THEFT,STREET,FALSE,5,9,1/23/19 11:26
1/16/19 14:30,ASSAULT,NURSING HOME/RETIREMENT HOME,FALSE,17,39,1/23/19 16:13
1/16/19 14:38,THEFT,DRUG STORE,FALSE,18,42,1/23/19 11:26
1/16/19 14:39,BATTERY,STREET,FALSE,15,37,1/23/19 11:26
1/16/19 14:40,BATTERY,OTHER,TRUE,6,21,1/23/19 11:26
1/16/19 14:40,DECEPTIVE PRACTICE,OTHER,FALSE,5,34,1/23/19 11:26
1/16/19 14:45,DECEPTIVE PRACTICE,RESIDENCE,FALSE,17,33,1/23/19 11:26
1/16/19 14:49,THEFT,STREET,FALSE,24,48,1/23/19 11:26
1/16/19 14:50,ROBBERY,BANK,TRUE,18,2,1/26/19 16:02
1/16/19 14:50,ROBBERY,SMALL RETAIL STORE,FALSE,10,12,2/8/19 16:05
1/16/19 14:50,THEFT,COMMERCIAL / BUSINESS OFFICE,FALSE,1,42,1/23/19 11:26
1/16/19 14:58,ASSAULT,STREET,TRUE,6,17,1/23/19 11:26
1/16/19 15:00,OTHER OFFENSE,GOVERNMENT BUILDING/PROPERTY,TRUE,2,3,3/28/19 15:59
1/16/19 15:00,BATTERY,ALLEY,TRUE,25,36,1/23/19 11:26
1/16/19 15:00,BATTERY,STREET,FALSE,22,34,1/23/19 11:26
1/16/19 15:00,ASSAULT,APARTMENT,FALSE,11,28,1/23/19 11:26
1/16/19 15:00,BURGLARY,APARTMENT,FALSE,10,12,1/23/19 11:26
1/16/19 15:00,THEFT,STREET,FALSE,20,40,1/23/19 16:13
1/16/19 15:00,MOTOR VEHICLE THEFT,STREET,FALSE,17,33,1/24/19 16:13
1/16/19 15:00,ROBBERY,RESTAURANT,FALSE,6,6,1/26/19 16:02
1/16/19 15:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,16,45,1/30/19 16:08
1/16/19 15:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,4,10,1/27/19 16:03
1/16/19 15:00,THEFT,OTHER,FALSE,18,2,2/6/19 16:03
1/16/19 15:00,THEFT,STREET,FALSE,10,24,2/16/19 15:59
1/16/19 15:04,BATTERY,RESTAURANT,FALSE,1,3,1/23/19 11:26
1/16/19 15:04,BATTERY,APARTMENT,FALSE,7,17,1/23/19 16:13
1/16/19 15:10,THEFT,CTA BUS,FALSE,10,24,1/27/19 16:03
1/16/19 15:10,NARCOTICS,RESIDENCE,TRUE,22,34,6/30/19 15:56
1/16/19 15:12,NARCOTICS,STREET,TRUE,10,24,1/23/19 11:26
1/16/19 15:15,INTIMIDATION,"SCHOOL, PRIVATE, GROUNDS",TRUE,25,29,6/20/19 16:14
1/16/19 15:15,BATTERY,"SCHOOL, PUBLIC, GROUNDS",FALSE,7,16,1/23/19 11:26
1/16/19 15:16,CRIMINAL TRESPASS,SAVINGS AND LOAN,TRUE,2,3,1/23/19 11:26
1/16/19 15:17,OTHER OFFENSE,OTHER,FALSE,24,40,1/23/19 11:26
1/16/19 15:18,NARCOTICS,STREET,TRUE,10,24,1/23/19 11:26
1/16/19 15:19,DECEPTIVE PRACTICE,RESTAURANT,FALSE,25,37,1/30/19 16:08
1/16/19 15:20,BATTERY,SIDEWALK,FALSE,8,23,1/23/19 11:26
1/16/19 15:20,NARCOTICS,APARTMENT,TRUE,8,23,9/12/19 16:04
1/16/19 15:24,THEFT,DEPARTMENT STORE,FALSE,18,42,8/24/19 15:56
1/16/19 15:27,NARCOTICS,SIDEWALK,TRUE,3,20,1/23/19 11:26
1/16/19 15:30,THEFT,BANK,FALSE,12,25,1/23/19 11:26
1/16/19 15:30,OTHER OFFENSE,RESIDENCE,FALSE,4,7,1/23/19 11:26
1/16/19 15:30,MOTOR VEHICLE THEFT,STREET,FALSE,17,35,1/23/19 11:26
1/16/19 15:30,ROBBERY,STREET,TRUE,12,25,3/11/19 15:58
1/16/19 15:30,THEFT,DEPARTMENT STORE,TRUE,18,42,1/23/19 11:26
1/16/19 15:30,PUBLIC PEACE VIOLATION,"SCHOOL, PUBLIC, BUILDING",FALSE,11,27,1/23/19 11:26
1/16/19 15:30,ASSAULT,APARTMENT,FALSE,12,27,1/23/19 11:26
1/16/19 15:30,BATTERY,RESIDENCE,FALSE,25,36,1/23/19 11:26
1/16/19 15:30,ROBBERY,STREET,FALSE,2,3,1/23/19 11:26
1/16/19 15:30,CRIMINAL TRESPASS,"SCHOOL, PUBLIC, BUILDING",FALSE,20,48,1/23/19 16:13
1/16/19 15:34,BATTERY,RESIDENCE PORCH/HALLWAY,TRUE,2,3,1/23/19 11:26
1/16/19 15:35,NARCOTICS,CONVENIENCE STORE,TRUE,2,3,1/23/19 11:26
1/16/19 15:36,THEFT,DEPARTMENT STORE,FALSE,1,4,1/23/19 11:26
1/16/19 15:40,BATTERY,COMMERCIAL / BUSINESS OFFICE,FALSE,1,42,1/23/19 11:26
1/16/19 15:43,NARCOTICS,SIDEWALK,TRUE,11,24,1/23/19 11:26
1/16/19 15:45,BATTERY,SIDEWALK,FALSE,16,38,1/23/19 11:26
1/16/19 15:45,BATTERY,"SCHOOL, PUBLIC, GROUNDS",FALSE,18,27,1/23/19 11:26
1/16/19 15:45,THEFT,CLEANING STORE,FALSE,9,14,1/23/19 11:26
1/16/19 15:46,BATTERY,APARTMENT,FALSE,18,42,1/23/19 11:26
1/16/19 15:50,NARCOTICS,SIDEWALK,TRUE,10,24,1/23/19 11:26
1/16/19 15:51,CRIMINAL TRESPASS,APARTMENT,TRUE,14,26,1/23/19 11:26
1/16/19 15:51,CRIMINAL DAMAGE,OTHER,TRUE,19,44,1/23/19 11:26
1/16/19 15:51,DECEPTIVE PRACTICE,DEPARTMENT STORE,FALSE,1,42,1/23/19 11:26
1/16/19 15:55,ASSAULT,RESIDENCE,TRUE,15,28,12/31/19 15:50
1/16/19 15:57,NARCOTICS,APARTMENT,TRUE,9,16,1/30/20 15:54
1/16/19 15:58,THEFT,SMALL RETAIL STORE,FALSE,1,42,1/23/19 11:26
1/16/19 16:00,DECEPTIVE PRACTICE,RESTAURANT,FALSE,16,45,1/23/19 11:26
1/16/19 16:00,CRIMINAL DAMAGE,APARTMENT,FALSE,7,15,1/23/19 11:26
1/16/19 16:00,ASSAULT,APARTMENT,FALSE,20,48,1/23/19 11:26
1/16/19 16:00,OTHER OFFENSE,RESIDENCE,FALSE,15,29,1/23/19 11:26
1/16/19 16:00,THEFT,STREET,FALSE,12,27,1/23/19 11:26
1/16/19 16:00,BATTERY,LIBRARY,FALSE,24,48,1/23/19 11:26
1/16/19 16:00,CRIMINAL DAMAGE,STREET,FALSE,17,35,1/23/19 11:26
1/16/19 16:00,THEFT,STREET,FALSE,4,7,1/23/19 11:26
1/16/19 16:00,THEFT,SPORTS ARENA/STADIUM,FALSE,12,28,1/23/19 11:26
1/16/19 16:00,BATTERY,APARTMENT,FALSE,3,20,1/23/19 11:26
1/16/19 16:00,THEFT,CTA TRAIN,FALSE,1,4,1/23/19 11:26
1/16/19 16:00,THEFT,DEPARTMENT STORE,TRUE,1,42,1/30/19 16:08
1/16/19 16:00,BATTERY,STREET,FALSE,12,27,1/30/19 16:08
1/16/19 16:00,BURGLARY,RESIDENCE-GARAGE,FALSE,9,14,1/30/19 16:08
1/16/19 16:05,THEFT,DEPARTMENT STORE,FALSE,1,42,1/23/19 11:26
1/16/19 16:05,BATTERY,"SCHOOL, PUBLIC, GROUNDS",FALSE,10,24,1/23/19 11:26
1/16/19 16:12,WEAPONS VIOLATION,SIDEWALK,TRUE,7,17,1/23/19 11:26
1/16/19 16:15,ASSAULT,RESIDENCE,FALSE,6,21,1/23/19 11:26
1/16/19 16:15,BATTERY,SIDEWALK,FALSE,25,36,1/23/19 11:26
1/16/19 16:15,ASSAULT,STREET,FALSE,20,46,1/23/19 11:26
1/16/19 16:18,NARCOTICS,STREET,TRUE,9,25,1/23/19 11:26
1/16/19 16:20,WEAPONS VIOLATION,SIDEWALK,FALSE,10,12,1/23/19 11:26
1/16/19 16:20,THEFT,STREET,FALSE,6,17,1/23/19 11:26
1/16/19 16:20,BATTERY,SIDEWALK,FALSE,20,46,1/23/19 11:26
1/16/19 16:20,ASSAULT,APARTMENT,FALSE,25,31,1/23/19 11:26
1/16/19 16:20,ASSAULT,"SCHOOL, PRIVATE, BUILDING",FALSE,22,34,1/23/19 11:26
1/16/19 16:24,ASSAULT,RESIDENCE,FALSE,22,21,2/16/19 15:59
1/16/19 16:28,THEFT,DRUG STORE,FALSE,6,17,1/23/19 11:26
1/16/19 16:30,THEFT,SMALL RETAIL STORE,FALSE,1,42,1/23/19 11:26
1/16/19 16:30,OTHER OFFENSE,RESIDENCE,FALSE,4,8,1/23/19 11:26
1/16/19 16:30,ROBBERY,SIDEWALK,FALSE,11,24,1/23/19 11:26
1/16/19 16:30,CRIMINAL DAMAGE,STREET,FALSE,8,16,1/23/19 11:26
1/16/19 16:30,MOTOR VEHICLE THEFT,STREET,FALSE,11,27,1/23/19 11:26
1/16/19 16:38,OTHER OFFENSE,APARTMENT,FALSE,9,15,1/23/19 11:26
1/16/19 16:45,BATTERY,STREET,FALSE,12,27,1/23/19 11:26
1/16/19 16:45,THEFT,APARTMENT,FALSE,2,4,1/23/19 11:26
1/16/19 16:47,OTHER OFFENSE,RESIDENCE,FALSE,17,39,1/23/19 16:13
1/16/19 16:48,BATTERY,RESIDENTIAL YARD (FRONT/BACK),FALSE,10,24,1/23/19 11:26
1/16/19 16:48,DECEPTIVE PRACTICE,SIDEWALK,FALSE,1,42,1/23/19 11:26
1/16/19 16:48,THEFT,STREET,FALSE,1,42,1/23/19 11:26
1/16/19 16:50,DECEPTIVE PRACTICE,APARTMENT,FALSE,2,4,1/23/19 11:26
1/16/19 16:50,BATTERY,RESIDENCE,TRUE,4,8,1/23/19 11:26
1/16/19 16:50,ASSAULT,APARTMENT,FALSE,4,7,1/23/19 11:26
1/16/19 16:50,CRIMINAL DAMAGE,APARTMENT,FALSE,2,3,1/23/19 11:26
1/16/19 16:58,DECEPTIVE PRACTICE,SMALL RETAIL STORE,FALSE,1,11,2/14/19 16:02
1/16/19 17:00,BATTERY,RESIDENCE,FALSE,25,31,1/23/19 11:26
1/16/19 17:00,BATTERY,STREET,FALSE,11,28,1/23/19 11:26
1/16/19 17:00,BATTERY,RESTAURANT,FALSE,15,29,1/30/19 16:08
1/16/19 17:10,MOTOR VEHICLE THEFT,STREET,FALSE,9,15,1/23/19 11:26
1/16/19 17:15,OTHER OFFENSE,RESIDENCE,FALSE,16,41,1/23/19 16:13
1/16/19 17:15,ASSAULT,HOSPITAL BUILDING/GROUNDS,FALSE,2,5,2/6/19 16:03
1/16/19 17:20,ASSAULT,STREET,FALSE,12,27,1/23/19 11:26
1/16/19 17:20,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,11,28,1/23/19 11:26
1/16/19 17:20,BATTERY,HOSPITAL BUILDING/GROUNDS,TRUE,18,42,1/23/19 11:26
1/16/19 17:20,THEFT,STREET,FALSE,14,32,1/23/19 11:26
1/16/19 17:26,NARCOTICS,SIDEWALK,TRUE,8,17,1/23/19 11:26
1/16/19 17:27,OTHER OFFENSE,APARTMENT,FALSE,11,27,1/23/19 11:26
1/16/19 17:28,ROBBERY,STREET,FALSE,7,16,1/23/19 11:26
1/16/19 17:30,BATTERY,APARTMENT,TRUE,25,35,1/23/19 11:26
1/16/19 17:30,DECEPTIVE PRACTICE,SMALL RETAIL STORE,FALSE,18,32,1/23/19 11:26
1/16/19 17:30,DECEPTIVE PRACTICE,OTHER,FALSE,24,49,1/23/19 11:26
1/16/19 17:30,THEFT,STREET,FALSE,14,1,1/23/19 11:26
1/16/19 17:30,THEFT,CTA STATION,FALSE,18,2,1/23/19 11:26
1/16/19 17:30,OFFENSE INVOLVING CHILDREN,POLICE FACILITY/VEH PARKING LOT,FALSE,7,16,1/23/19 16:13
1/16/19 17:30,THEFT,VEHICLE NON-COMMERCIAL,FALSE,4,10,1/23/19 11:26
1/16/19 17:30,THEFT,STREET,FALSE,11,27,1/23/19 16:13
1/16/19 17:30,THEFT,RESTAURANT,FALSE,18,42,1/23/19 11:26
1/16/19 17:34,ASSAULT,GROCERY FOOD STORE,FALSE,19,46,1/23/19 11:26
1/16/19 17:35,THEFT,SMALL RETAIL STORE,FALSE,1,42,1/23/19 11:26
1/16/19 17:38,ASSAULT,STREET,FALSE,5,9,1/23/19 11:26
1/16/19 17:40,CRIMINAL TRESPASS,COMMERCIAL / BUSINESS OFFICE,TRUE,14,2,1/23/19 11:26
1/16/19 17:45,THEFT,DEPARTMENT STORE,TRUE,6,17,1/23/19 11:26
1/16/19 17:45,CRIMINAL TRESPASS,STREET,FALSE,22,21,1/23/19 11:26
1/16/19 17:45,OTHER OFFENSE,OTHER,FALSE,5,9,1/23/19 11:26
1/16/19 17:48,THEFT,SMALL RETAIL STORE,FALSE,6,21,1/23/19 11:26
1/16/19 17:54,NARCOTICS,STREET,TRUE,4,8,1/23/19 11:26
1/16/19 17:54,BATTERY,RESIDENCE,FALSE,7,16,2/6/19 16:03
1/16/19 18:00,THEFT,CTA TRAIN,FALSE,12,27,1/23/19 11:26
1/16/19 18:00,BATTERY,RESIDENCE,FALSE,10,24,1/23/19 11:26
1/16/19 18:00,THEFT,CAR WASH,FALSE,3,7,1/23/19 11:26
1/16/19 18:00,ASSAULT,OTHER,FALSE,3,5,1/23/19 11:26
1/16/19 18:00,THEFT,SPORTS ARENA/STADIUM,FALSE,24,40,1/23/19 11:26
1/16/19 18:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,20,48,1/23/19 11:26
1/16/19 18:00,CRIMINAL DAMAGE,RESIDENCE,FALSE,19,46,1/23/19 11:26
1/16/19 18:00,THEFT,OTHER,FALSE,7,6,1/23/19 16:13
1/16/19 18:00,THEFT,DEPARTMENT STORE,TRUE,1,42,1/25/19 16:05
1/16/19 18:00,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,8,14,1/26/19 16:02
1/16/19 18:00,DECEPTIVE PRACTICE,OTHER,FALSE,16,41,2/20/19 16:21
1/16/19 18:00,BURGLARY,RESIDENCE,FALSE,5,34,3/3/19 15:57
1/16/19 18:01,CRIMINAL TRESPASS,"SCHOOL, PUBLIC, BUILDING",TRUE,2,3,1/23/19 11:26
1/16/19 18:05,THEFT,SMALL RETAIL STORE,TRUE,10,28,1/23/19 11:26
1/16/19 18:05,THEFT,STREET,FALSE,2,3,1/23/19 11:26
1/16/19 18:10,DECEPTIVE PRACTICE,TAXICAB,FALSE,15,28,1/23/19 11:26
1/16/19 18:14,NARCOTICS,STREET,TRUE,11,37,1/23/19 11:26
1/16/19 18:15,THEFT,RESTAURANT,FALSE,18,42,1/23/19 11:26
1/16/19 18:15,BATTERY,SIDEWALK,FALSE,7,16,1/23/19 11:26
1/16/19 18:26,THEFT,RESIDENCE,FALSE,15,29,1/23/19 11:26
1/16/19 18:27,ASSAULT,SIDEWALK,TRUE,11,27,1/23/19 11:26
1/16/19 18:30,OTHER OFFENSE,RESIDENCE PORCH/HALLWAY,FALSE,25,29,1/23/19 11:26
1/16/19 18:30,CRIMINAL DAMAGE,STREET,FALSE,25,35,1/23/19 11:26
1/16/19 18:30,THEFT,OTHER,FALSE,22,34,1/23/19 11:26
1/16/19 18:30,OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,FALSE,24,40,1/23/19 11:26
1/16/19 18:30,CRIMINAL DAMAGE,COMMERCIAL / BUSINESS OFFICE,FALSE,8,23,1/23/19 16:13
1/16/19 18:37,THEFT,STREET,FALSE,18,42,1/23/19 11:26
1/16/19 18:45,CRIMINAL TRESPASS,SMALL RETAIL STORE,TRUE,4,8,1/23/19 11:26
1/16/19 18:45,ROBBERY,RESIDENTIAL YARD (FRONT/BACK),FALSE,22,34,1/23/19 11:26
1/16/19 18:46,OTHER OFFENSE,RESIDENCE,FALSE,4,10,1/23/19 11:26
1/16/19 18:48,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,4,8,1/23/19 11:26
1/16/19 18:50,BATTERY,"SCHOOL, PUBLIC, GROUNDS",FALSE,7,15,1/23/19 11:26
1/16/19 18:51,WEAPONS VIOLATION,STREET,TRUE,7,16,1/23/19 11:26
1/16/19 18:55,NARCOTICS,SIDEWALK,TRUE,11,27,1/23/19 11:26
1/16/19 19:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,9,11,1/23/19 11:26
1/16/19 19:00,ASSAULT,SMALL RETAIL STORE,TRUE,14,35,1/23/19 11:26
1/16/19 19:00,THEFT,GROCERY FOOD STORE,TRUE,5,9,1/23/19 11:26
1/16/19 19:00,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),TRUE,11,27,1/23/19 11:26
1/16/19 19:00,CRIMINAL DAMAGE,RESIDENCE,FALSE,25,36,1/23/19 11:26
1/16/19 19:00,OTHER OFFENSE,STREET,TRUE,3,5,1/23/19 11:26
1/16/19 19:00,THEFT,STREET,FALSE,18,43,1/23/19 11:26
1/16/19 19:00,CRIMINAL TRESPASS,STREET,FALSE,8,16,1/23/19 11:26
1/16/19 19:00,BATTERY,RESIDENTIAL YARD (FRONT/BACK),FALSE,9,15,1/23/19 11:26
1/16/19 19:00,THEFT,VEHICLE-COMMERCIAL,FALSE,12,25,1/23/19 11:26
1/16/19 19:00,OTHER OFFENSE,APARTMENT,FALSE,12,25,1/23/19 11:26
1/16/19 19:00,THEFT,BAR OR TAVERN,FALSE,1,42,1/23/19 16:13
1/16/19 19:00,THEFT,BAR OR TAVERN,FALSE,1,42,1/23/19 16:13
1/16/19 19:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,25,29,1/25/19 16:05
1/16/19 19:00,CRIMINAL DAMAGE,STREET,FALSE,3,7,1/26/19 16:02
1/16/19 19:00,THEFT,MEDICAL/DENTAL OFFICE,FALSE,19,44,1/31/19 16:11
1/16/19 19:00,CRIMINAL SEXUAL ASSAULT,APARTMENT,FALSE,12,28,3/21/20 15:44
1/16/19 19:05,THEFT,STREET,FALSE,18,2,1/23/19 11:26
1/16/19 19:05,DECEPTIVE PRACTICE,SMALL RETAIL STORE,FALSE,18,27,1/23/19 11:26
1/16/19 19:05,DECEPTIVE PRACTICE,,FALSE,25,29,1/23/19 16:13
1/16/19 19:06,WEAPONS VIOLATION,SIDEWALK,TRUE,11,27,1/23/19 11:26
1/16/19 19:07,WEAPONS VIOLATION,SIDEWALK,TRUE,10,24,1/23/19 11:26
1/16/19 19:07,BATTERY,APARTMENT,FALSE,24,49,1/23/19 11:26
1/16/19 19:08,ASSAULT,STREET,FALSE,25,36,1/23/19 11:26
1/16/19 19:15,CRIMINAL DAMAGE,STREET,FALSE,19,43,1/23/19 11:26
1/16/19 19:15,ASSAULT,TAVERN/LIQUOR STORE,FALSE,9,16,1/23/19 16:13
1/16/19 19:19,BATTERY,ALLEY,FALSE,7,16,1/23/19 11:26
1/16/19 19:20,MOTOR VEHICLE THEFT,STREET,FALSE,14,35,1/23/19 11:26
1/16/19 19:20,BATTERY,APARTMENT,FALSE,3,20,1/23/19 16:13
1/16/19 19:22,NARCOTICS,SIDEWALK,TRUE,11,27,1/23/19 11:26
1/16/19 19:25,THEFT,CONVENIENCE STORE,TRUE,1,42,1/23/19 11:26
1/16/19 19:26,THEFT,SIDEWALK,FALSE,9,16,1/23/19 11:26
1/16/19 19:26,BATTERY,APARTMENT,TRUE,9,15,1/23/19 11:26
1/16/19 19:27,NARCOTICS,RESIDENCE,TRUE,15,29,1/23/19 11:26
1/16/19 19:30,THEFT,ATHLETIC CLUB,FALSE,8,14,1/23/19 11:26
1/16/19 19:30,OTHER OFFENSE,RESIDENCE,FALSE,8,16,1/23/19 11:26
1/16/19 19:30,BATTERY,RESIDENCE,FALSE,25,36,1/29/19 16:12
1/16/19 19:30,DECEPTIVE PRACTICE,STREET,FALSE,18,2,1/23/19 11:26
1/16/19 19:30,THEFT,ATHLETIC CLUB,FALSE,8,14,1/23/19 11:26
1/16/19 19:30,CRIMINAL DAMAGE,RESIDENCE-GARAGE,FALSE,25,31,1/23/19 11:26
1/16/19 19:30,THEFT,STREET,FALSE,17,39,1/23/19 11:26
1/16/19 19:34,NARCOTICS,STREET,TRUE,22,19,1/23/19 11:26
1/16/19 19:40,DECEPTIVE PRACTICE,TAXICAB,FALSE,16,38,1/23/19 11:26
1/16/19 19:40,MOTOR VEHICLE THEFT,ALLEY,FALSE,25,35,1/23/19 11:26
1/16/19 19:40,THEFT,STREET,FALSE,18,2,1/23/19 11:26
1/16/19 19:44,ASSAULT,APARTMENT,FALSE,6,8,1/23/19 11:26
1/16/19 19:44,WEAPONS VIOLATION,CHA PARKING LOT/GROUNDS,TRUE,1,3,1/23/19 11:26
1/16/19 19:45,ASSAULT,RESTAURANT,FALSE,18,42,1/23/19 11:26
1/16/19 19:45,DECEPTIVE PRACTICE,RESIDENCE,FALSE,4,10,1/23/19 11:26
